,회사명,거래소코드,회계년도,매출원가감소율,채울열
2,한국선재,25550,13-Dec,-1.123595506,91.98
3,한국선재,25550,14-Dec,0,91.175
4,한국선재,25550,15-Dec,0,90.055
5,한국선재,25550,16-Dec,-3.488372093,89.125
6,한국선재,25550,17-Dec,1.149425287,90.23
7,한국선재,25550,18-Dec,1.136363636,91.965
8,한국선재,25550,19-Dec,-1.149425287,92.405
0,한국수출포장공업,2200,11-Dec,0,87.015
1,한국수출포장공업,2200,12-Dec,-12.98701299,83.365
2,한국수출포장공업,2200,13-Dec,8.333333333,84.915
3,한국수출포장공업,2200,14-Dec,-1.204819277,85.41
4,한국수출포장공업,2200,15-Dec,4.597701149,85.895
5,한국수출포장공업,2200,16-Dec,0,85.305
6,한국수출포장공업,2200,17-Dec,6.451612903,88.34
7,한국수출포장공업,2200,18-Dec,-13.41463415,84.105
8,한국수출포장공업,2200,19-Dec,1.204819277,84.59
0,한국쉘석유,2960,11-Dec,,90.16
1,한국쉘석유,2960,12-Dec,,88.56
2,한국쉘석유,2960,13-Dec,,88.39
3,한국쉘석유,2960,14-Dec,,89.145
4,한국쉘석유,2960,15-Dec,,86.01
5,한국쉘석유,2960,16-Dec,,84.61
6,한국쉘석유,2960,17-Dec,,89.96
7,한국쉘석유,2960,18-Dec,,93.22
8,한국쉘석유,2960,19-Dec,,92.475
0,한국알콜산업,17890,11-Dec,2.325581395,77.91
1,한국알콜산업,17890,12-Dec,4.444444444,80.41
2,한국알콜산업,17890,13-Dec,0,80.36
3,한국알콜산업,17890,14-Dec,-5.882352941,79.71
4,한국알콜산업,17890,15-Dec,-1.19047619,77.5
5,한국알콜산업,17890,16-Dec,-3.703703704,77.25
6,한국알콜산업,17890,17-Dec,2.409638554,78.45
7,한국알콜산업,17890,18-Dec,-5.063291139,81.48
8,한국알콜산업,17890,19-Dec,1.25,79.49
0,한국앤컴퍼니,240,11-Dec,5.405405405,82.36
1,한국앤컴퍼니,240,12-Dec,,81.89
2,한국앤컴퍼니,240,13-Dec,,80.455
3,한국앤컴퍼니,240,14-Dec,,81.39
4,한국앤컴퍼니,240,15-Dec,,80.885
5,한국앤컴퍼니,240,16-Dec,,79.14
6,한국앤컴퍼니,240,17-Dec,21.875,82.615
7,한국앤컴퍼니,240,18-Dec,3.03030303,83.27
8,한국앤컴퍼니,240,19-Dec,4.347826087,81.665
0,한국유나이티드제약,33270,11-Dec,5.128205128,41.73
1,한국유나이티드제약,33270,12-Dec,11.36363636,41.84
2,한국유나이티드제약,33270,13-Dec,6.382978723,43.25
3,한국유나이티드제약,33270,14-Dec,-2.173913043,44.93
4,한국유나이티드제약,33270,15-Dec,,48.21
5,한국유나이티드제약,33270,16-Dec,,52.51
6,한국유나이티드제약,33270,17-Dec,,52.32
7,한국유나이티드제약,33270,18-Dec,,54.69
8,한국유나이티드제약,33270,19-Dec,,57.6
0,한국유니온제약,80720,18-Dec,,54.69
1,한국유니온제약,80720,19-Dec,18.86792453,57.6
0,한국전력공사,15760,11-Dec,7.070707071,91.06
1,한국전력공사,15760,12-Dec,-1.020408163,91.5
2,한국전력공사,15760,13-Dec,-4.255319149,92.2
3,한국전력공사,15760,14-Dec,-8.045977011,91.89
4,한국전력공사,15760,15-Dec,-12.98701299,89.76
5,한국전력공사,15760,16-Dec,-1.315789474,87.27
6,한국전력공사,15760,17-Dec,12.64367816,87.11
7,한국전력공사,15760,18-Dec,9.375,87.65
8,한국전력공사,15760,19-Dec,2.040816327,86.35
0,한국전력기술,52690,11-Dec,,85.355
1,한국전력기술,52690,12-Dec,,84.965
2,한국전력기술,52690,13-Dec,,83.825
3,한국전력기술,52690,14-Dec,,85.75
4,한국전력기술,52690,15-Dec,,83.845
5,한국전력기술,52690,16-Dec,,86.755
6,한국전력기술,52690,17-Dec,,83.805
7,한국전력기술,52690,18-Dec,,83.645
8,한국전력기술,52690,19-Dec,,73.735
0,한국전자금융,63570,11-Dec,5,0
1,한국전자금융,63570,12-Dec,1.234567901,16.675
2,한국전자금융,63570,13-Dec,1.219512195,24.03
3,한국전자금융,63570,14-Dec,-925,3.835
4,한국전자금융,63570,15-Dec,27.27272727,3.72
5,한국전자금융,63570,16-Dec,60.71428571,1.06
6,한국전자금융,63570,17-Dec,-21.73913043,0
7,한국전자금융,63570,18-Dec,-15,1.985
8,한국전자금융,63570,19-Dec,-25,2.785
0,한국전자인증,41460,11-Dec,,5.55
1,한국전자인증,41460,12-Dec,,9.16
2,한국전자인증,41460,13-Dec,,9.26
3,한국전자인증,41460,14-Dec,,9.49
4,한국전자인증,41460,15-Dec,,26.25
5,한국전자인증,41460,16-Dec,,32.73
6,한국전자인증,41460,17-Dec,,35.91
7,한국전자인증,41460,18-Dec,,40.29
8,한국전자인증,41460,19-Dec,,47.1
0,한국전자홀딩스,6200,11-Dec,-1.111111111,0
1,한국전자홀딩스,6200,12-Dec,6.25,0
2,한국전자홀딩스,6200,13-Dec,-6.666666667,0
3,한국전자홀딩스,6200,14-Dec,-1.123595506,0
4,한국전자홀딩스,6200,15-Dec,0,0
5,한국전자홀딩스,6200,16-Dec,0,0
6,한국전자홀딩스,6200,17-Dec,-8.536585366,0
7,한국전자홀딩스,6200,18-Dec,-1.234567901,0
8,한국전자홀딩스,6200,19-Dec,5.813953488,0
0,한국정밀기계,101680,11-Dec,,73.85
1,한국정밀기계,101680,12-Dec,,75.13
2,한국정밀기계,101680,13-Dec,,74.77
3,한국정밀기계,101680,14-Dec,,76.93
4,한국정밀기계,101680,15-Dec,,77.48
5,한국정밀기계,101680,16-Dec,,78.73
6,한국정밀기계,101680,17-Dec,,80.02
7,한국정밀기계,101680,18-Dec,,81.15
8,한국정밀기계,101680,19-Dec,,80.98
0,한국정보공학,39740,11-Dec,2.150537634,80.81
1,한국정보공학,39740,12-Dec,-3.333333333,81.77
2,한국정보공학,39740,13-Dec,-1.123595506,80.31
3,한국정보공학,39740,14-Dec,0,80.28
4,한국정보공학,39740,15-Dec,1.111111111,81.66
5,한국정보공학,39740,16-Dec,3.225806452,82.9
6,한국정보공학,39740,17-Dec,-2.197802198,82.45
7,한국정보공학,39740,18-Dec,2.150537634,83.32
8,한국정보공학,39740,19-Dec,-1.086956522,83.47
0,한국정보인증,53300,14-Dec,,9.49
1,한국정보인증,53300,15-Dec,,26.25
2,한국정보인증,53300,16-Dec,,32.73
3,한국정보인증,53300,17-Dec,,35.91
4,한국정보인증,53300,18-Dec,,40.29
5,한국정보인증,53300,19-Dec,,47.1
0,한국정보통신,25770,11-Dec,0,44.24
1,한국정보통신,25770,12-Dec,3.896103896,43.985
2,한국정보통신,25770,13-Dec,1.282051282,47.1
3,한국정보통신,25770,14-Dec,1.265822785,44.345
4,한국정보통신,25770,15-Dec,0,43.1
5,한국정보통신,25770,16-Dec,4.819277108,38.07
6,한국정보통신,25770,17-Dec,3.488372093,33.39
7,한국정보통신,25770,18-Dec,4.444444444,32.855
8,한국정보통신,25770,19-Dec,1.098901099,42.375
0,한국조선해양,9540,11-Dec,8.045977011,82.98
1,한국조선해양,9540,12-Dec,5.434782609,82.985
2,한국조선해양,9540,13-Dec,2.127659574,88
3,한국조선해양,9540,14-Dec,6.930693069,91.475
4,한국조선해양,9540,15-Dec,-4.12371134,88.85
5,한국조선해양,9540,16-Dec,-8.988764045,87.545
6,한국조선해양,9540,17-Dec,4.301075269,88.54
7,한국조선해양,9540,18-Dec,4.12371134,91.865
8,한국조선해양,9540,19-Dec,-4.301075269,90.035
0,한국종합기술,23350,11-Dec,,85.355
1,한국종합기술,23350,12-Dec,,84.965
2,한국종합기술,23350,13-Dec,,83.825
3,한국종합기술,23350,14-Dec,,85.75
4,한국종합기술,23350,15-Dec,,83.845
5,한국종합기술,23350,16-Dec,,86.755
6,한국종합기술,23350,17-Dec,,83.805
7,한국종합기술,23350,18-Dec,,83.645
8,한국종합기술,23350,19-Dec,,73.735
0,한국지역난방공사,71320,11-Dec,6.382978723,91.06
1,한국지역난방공사,71320,12-Dec,-5.617977528,91.5
2,한국지역난방공사,71320,13-Dec,0,92.2
3,한국지역난방공사,71320,14-Dec,,91.89
4,한국지역난방공사,71320,15-Dec,,89.76
5,한국지역난방공사,71320,16-Dec,,87.27
6,한국지역난방공사,71320,17-Dec,,87.11
7,한국지역난방공사,71320,18-Dec,,87.65
8,한국지역난방공사,71320,19-Dec,-1.063829787,86.35
0,한국철강,104700,11-Dec,,90.89
1,한국철강,104700,12-Dec,,91.46
2,한국철강,104700,13-Dec,,91.98
3,한국철강,104700,14-Dec,,91.175
4,한국철강,104700,15-Dec,,90.055
5,한국철강,104700,16-Dec,,89.125
6,한국철강,104700,17-Dec,,90.23
7,한국철강,104700,18-Dec,,91.965
8,한국철강,104700,19-Dec,,92.405
0,한국철관공업,970,11-Mar,-18.91891892,90.89
1,한국철관공업,970,12-Mar,5.128205128,91.46
2,한국철관공업,970,13-Mar,0,91.98
3,한국철관공업,970,14-Mar,3.703703704,91.175
4,한국철관공업,970,15-Mar,-5.194805195,90.055
5,한국철관공업,970,16-Mar,1.282051282,89.125
6,한국철관공업,970,17-Mar,-2.631578947,90.23
7,한국철관공업,970,18-Mar,5,91.965
8,한국철관공업,970,19-Mar,2.43902439,92.405
0,한국카본,17960,11-Dec,-2.380952381,82.3
1,한국카본,17960,12-Dec,-2.43902439,81.985
2,한국카본,17960,13-Dec,-1.234567901,81.55
3,한국카본,17960,14-Dec,1.219512195,81.985
4,한국카본,17960,15-Dec,0,83.13
5,한국카본,17960,16-Dec,-1.234567901,82.425
6,한국카본,17960,17-Dec,8.988764045,84.185
7,한국카본,17960,18-Dec,0,84.755
8,한국카본,17960,19-Dec,-8.536585366,85.49
0,한국컴퓨터,54040,11-Dec,1.052631579,78.63
1,한국컴퓨터,54040,12-Dec,2.06185567,79.75
2,한국컴퓨터,54040,13-Dec,-3.191489362,81.65
3,한국컴퓨터,54040,14-Dec,2.083333333,81.58
4,한국컴퓨터,54040,15-Dec,0,81.36
5,한국컴퓨터,54040,16-Dec,-1.052631579,82.3
6,한국컴퓨터,54040,17-Dec,0,81.2
7,한국컴퓨터,54040,18-Dec,4.04040404,81.97
8,한국컴퓨터,54040,19-Dec,-11.23595506,81.8
0,한국코퍼레이션,50540,11-Dec,-5.882352941,0
1,한국코퍼레이션,50540,12-Dec,,16.675
2,한국코퍼레이션,50540,13-Dec,,24.03
3,한국코퍼레이션,50540,14-Dec,1.111111111,3.835
4,한국코퍼레이션,50540,15-Dec,2.173913043,3.72
5,한국코퍼레이션,50540,16-Dec,-2.222222222,1.06
6,한국코퍼레이션,50540,17-Dec,2.173913043,0
7,한국코퍼레이션,50540,18-Dec,2.127659574,1.985
8,한국코퍼레이션,50540,19-Dec,0,2.785
0,한국콜마,161890,14-Dec,-2.564102564,80.36
1,한국콜마,161890,15-Dec,-2.631578947,79.71
2,한국콜마,161890,16-Dec,1.298701299,77.5
3,한국콜마,161890,17-Dec,1.282051282,77.25
4,한국콜마,161890,18-Dec,-5.405405405,78.45
5,한국콜마,161890,19-Dec,-2.777777778,81.48
6,한국콜마,161890,13-Mar,,79.49
0,한국콜마홀딩스,24720,14-Dec,-3.896103896,77.91
1,한국콜마홀딩스,24720,15-Dec,-1.315789474,80.41
2,한국콜마홀딩스,24720,16-Dec,-1.333333333,80.36
3,한국콜마홀딩스,24720,17-Dec,3.846153846,79.71
4,한국콜마홀딩스,24720,18-Dec,-1.298701299,77.5
5,한국콜마홀딩스,24720,19-Dec,0,77.25
6,한국콜마홀딩스,24720,11-Mar,,78.45
7,한국콜마홀딩스,24720,12-Mar,0,81.48
8,한국콜마홀딩스,24720,13-Mar,-1.25,79.49
0,한국큐빅,21650,11-Dec,-2.247191011,82.36
1,한국큐빅,21650,12-Dec,0,81.89
2,한국큐빅,21650,13-Dec,1.111111111,80.455
3,한국큐빅,21650,14-Dec,0,81.39
4,한국큐빅,21650,15-Dec,0,80.885
5,한국큐빅,21650,16-Dec,1.098901099,79.14
6,한국큐빅,21650,17-Dec,-2.247191011,82.615
7,한국큐빅,21650,18-Dec,2.197802198,83.27
8,한국큐빅,21650,19-Dec,-2.247191011,81.665
0,한국타이어앤테크놀로지,161390,12-Dec,,81.89
1,한국타이어앤테크놀로지,161390,13-Dec,0,80.455
2,한국타이어앤테크놀로지,161390,14-Dec,-4.6875,81.39
3,한국타이어앤테크놀로지,161390,15-Dec,0,80.885
4,한국타이어앤테크놀로지,161390,16-Dec,-4.918032787,79.14
5,한국타이어앤테크놀로지,161390,17-Dec,7.575757576,82.615
6,한국타이어앤테크놀로지,161390,18-Dec,4.347826087,83.27
7,한국타이어앤테크놀로지,161390,19-Dec,4.166666667,81.665
0,한국테크놀로지,53590,11-Dec,13.69863014,80.81
1,한국테크놀로지,53590,12-Dec,,81.77
2,한국테크놀로지,53590,13-Dec,,80.31
3,한국테크놀로지,53590,14-Dec,,80.28
4,한국테크놀로지,53590,15-Dec,,81.66
5,한국테크놀로지,53590,16-Dec,,82.9
6,한국테크놀로지,53590,17-Dec,,82.45
7,한국테크놀로지,53590,18-Dec,,83.32
8,한국테크놀로지,53590,19-Dec,,83.47
0,한국특강,7280,11-Dec,,90.89
1,한국특강,7280,12-Dec,,91.46
2,한국특강,7280,13-Dec,,91.98
3,한국특강,7280,14-Dec,,91.175
4,한국특강,7280,15-Dec,,90.055
5,한국특강,7280,16-Dec,,89.125
6,한국특강,7280,17-Dec,,90.23
7,한국특강,7280,18-Dec,,91.965
8,한국특강,7280,19-Dec,,92.405
0,한국팩키지,37230,11-Dec,,87.015
1,한국팩키지,37230,12-Dec,,83.365
2,한국팩키지,37230,13-Dec,,84.915
3,한국팩키지,37230,14-Dec,,85.41
4,한국팩키지,37230,15-Dec,,85.895
5,한국팩키지,37230,16-Dec,,85.305
6,한국팩키지,37230,17-Dec,,88.34
7,한국팩키지,37230,18-Dec,,84.105
8,한국팩키지,37230,19-Dec,,84.59
0,한국프랜지공업,10100,11-Dec,2.127659574,86.155
1,한국프랜지공업,10100,12-Dec,-2.173913043,87.3
2,한국프랜지공업,10100,13-Dec,0,87.315
3,한국프랜지공업,10100,14-Dec,2.127659574,87.805
4,한국프랜지공업,10100,15-Dec,0,86.72
5,한국프랜지공업,10100,16-Dec,1.052631579,87.335
6,한국프랜지공업,10100,17-Dec,2.06185567,88.505
7,한국프랜지공업,10100,18-Dec,-3.191489362,89.65
8,한국프랜지공업,10100,19-Dec,-1.075268817,89.98
0,한국항공우산업,47810,11-Dec,,82.98
1,한국항공우산업,47810,12-Dec,-1.176470588,82.985
2,한국항공우산업,47810,13-Dec,3.409090909,88
3,한국항공우산업,47810,14-Dec,-2.325581395,91.475
4,한국항공우산업,47810,15-Dec,-3.614457831,88.85
5,한국항공우산업,47810,16-Dec,2.352941176,87.545
6,한국항공우산업,47810,17-Dec,15.84158416,88.54
7,한국항공우산업,47810,18-Dec,-16.09195402,91.865
8,한국항공우산업,47810,19-Dec,-2.352941176,90.035
0,한국화장품,123690,11-Dec,-13.88888889,80.81
1,한국화장품,123690,12-Dec,12.19512195,81.77
2,한국화장품,123690,13-Dec,2.380952381,80.31
3,한국화장품,123690,14-Dec,2.325581395,80.28
4,한국화장품,123690,15-Dec,-4.87804878,81.66
5,한국화장품,123690,16-Dec,8.888888889,82.9
6,한국화장품,123690,17-Dec,-2.272727273,82.45
7,한국화장품,123690,18-Dec,4.347826087,83.32
8,한국화장품,123690,19-Dec,-2.222222222,83.47
0,한국화장품제조,3350,11-Dec,,77.91
1,한국화장품제조,3350,12-Dec,,80.41
2,한국화장품제조,3350,13-Dec,,80.36
3,한국화장품제조,3350,14-Dec,,79.71
4,한국화장품제조,3350,15-Dec,,77.5
5,한국화장품제조,3350,16-Dec,,77.25
6,한국화장품제조,3350,17-Dec,,78.45
7,한국화장품제조,3350,18-Dec,,81.48
8,한국화장품제조,3350,19-Dec,,79.49
0,한글과컴퓨터,30520,11-Dec,0,5.55
1,한글과컴퓨터,30520,12-Dec,14.28571429,9.16
2,한글과컴퓨터,30520,13-Dec,22.22222222,9.26
3,한글과컴퓨터,30520,14-Dec,0,9.49
4,한글과컴퓨터,30520,15-Dec,-12.5,26.25
5,한글과컴퓨터,30520,16-Dec,-14.28571429,32.73
6,한글과컴퓨터,30520,17-Dec,61.11111111,35.91
7,한글과컴퓨터,30520,18-Dec,52.63157895,40.29
8,한글과컴퓨터,30520,19-Dec,20.83333333,47.1
0,한네트,52600,11-Dec,,44.24
1,한네트,52600,12-Dec,,43.985
2,한네트,52600,13-Dec,,47.1
3,한네트,52600,14-Dec,,44.345
4,한네트,52600,15-Dec,,43.1
5,한네트,52600,16-Dec,,38.07
6,한네트,52600,17-Dec,,33.39
7,한네트,52600,18-Dec,,32.855
8,한네트,52600,19-Dec,,42.375
0,한농화성,11500,11-Dec,,77.91
1,한농화성,11500,12-Dec,,80.41
2,한농화성,11500,13-Dec,,80.36
3,한농화성,11500,14-Dec,,79.71
4,한농화성,11500,15-Dec,,77.5
5,한농화성,11500,16-Dec,,77.25
6,한농화성,11500,17-Dec,,78.45
7,한농화성,11500,18-Dec,,81.48
8,한농화성,11500,19-Dec,,79.49
0,한독,2390,11-Dec,3.174603175,41.73
1,한독,2390,12-Dec,7.352941176,41.84
2,한독,2390,13-Dec,2.857142857,43.25
3,한독,2390,14-Dec,,44.93
4,한독,2390,15-Dec,,48.21
5,한독,2390,16-Dec,2.941176471,52.51
6,한독,2390,17-Dec,0,52.32
7,한독,2390,18-Dec,-4.615384615,54.69
8,한독,2390,19-Dec,0,57.6
0,한독크린텍,256150,19-Dec,,80.98
0,한라,14790,11-Dec,2.222222222,90.885
1,한라,14790,12-Dec,3.225806452,91.785
2,한라,14790,13-Dec,3.125,93.005
3,한라,14790,14-Dec,-7.865168539,92.97
4,한라,14790,15-Dec,-1.136363636,91.755
5,한라,14790,16-Dec,-2.325581395,90.575
6,한라,14790,17-Dec,-1.176470588,90.275
7,한라,14790,18-Dec,2.298850575,89.78
8,한라,14790,19-Dec,0,90.355
0,한라아이엠에스,92460,11-Dec,13.04347826,82.98
1,한라아이엠에스,92460,12-Dec,8,82.985
2,한라아이엠에스,92460,13-Dec,2.597402597,88
3,한라아이엠에스,92460,14-Dec,-8.450704225,91.475
4,한라아이엠에스,92460,15-Dec,-2.898550725,88.85
5,한라아이엠에스,92460,16-Dec,0,87.545
6,한라아이엠에스,92460,17-Dec,4.166666667,88.54
7,한라아이엠에스,92460,18-Dec,-7.462686567,91.865
8,한라아이엠에스,92460,19-Dec,5.633802817,90.035
0,한라홀딩스,60980,11-Dec,0,86.155
1,한라홀딩스,60980,12-Dec,1.162790698,87.3
2,한라홀딩스,60980,13-Dec,0,87.315
3,한라홀딩스,60980,14-Dec,-1.176470588,87.805
4,한라홀딩스,60980,15-Dec,-6.25,86.72
5,한라홀딩스,60980,16-Dec,-1.265822785,87.335
6,한라홀딩스,60980,17-Dec,4.819277108,88.505
7,한라홀딩스,60980,18-Dec,2.352941176,89.65
8,한라홀딩스,60980,19-Dec,-6.25,89.98
0,한미글로벌건축사사무소,53690,11-Dec,9.333333333,85.355
1,한미글로벌건축사사무소,53690,12-Dec,3.846153846,84.965
2,한미글로벌건축사사무소,53690,13-Dec,-4,83.825
3,한미글로벌건축사사무소,53690,14-Dec,-5.633802817,85.75
4,한미글로벌건축사사무소,53690,15-Dec,-5.970149254,83.845
5,한미글로벌건축사사무소,53690,16-Dec,-1.515151515,86.755
6,한미글로벌건축사사무소,53690,17-Dec,0,83.805
7,한미글로벌건축사사무소,53690,18-Dec,0,83.645
8,한미글로벌건축사사무소,53690,19-Dec,7.042253521,73.735
0,한미반도체,42700,11-Dec,-1.408450704,73.85
1,한미반도체,42700,12-Dec,-4.411764706,75.13
2,한미반도체,42700,13-Dec,6.849315068,74.77
3,한미반도체,42700,14-Dec,,76.93
4,한미반도체,42700,15-Dec,,77.48
5,한미반도체,42700,16-Dec,1.818181818,78.73
6,한미반도체,42700,17-Dec,0,80.02
7,한미반도체,42700,18-Dec,0,81.15
8,한미반도체,42700,19-Dec,5.172413793,80.98
0,한미사이언스,8930,11-Dec,,0
1,한미사이언스,8930,12-Dec,,0
2,한미사이언스,8930,13-Dec,,0
3,한미사이언스,8930,14-Dec,,0
4,한미사이언스,8930,15-Dec,,0
5,한미사이언스,8930,16-Dec,,0
6,한미사이언스,8930,17-Dec,,0
7,한미사이언스,8930,18-Dec,,0
8,한미사이언스,8930,19-Dec,,0
0,한미약품,128940,11-Dec,6.666666667,41.73
1,한미약품,128940,12-Dec,-9.756097561,41.84
2,한미약품,128940,13-Dec,4.651162791,43.25
3,한미약품,128940,14-Dec,4.444444444,44.93
4,한미약품,128940,15-Dec,-50,48.21
5,한미약품,128940,16-Dec,37.5,52.51
6,한미약품,128940,17-Dec,-11.62790698,52.32
7,한미약품,128940,18-Dec,8.510638298,54.69
8,한미약품,128940,19-Dec,-9.302325581,57.6
0,한빛소프트,47080,11-Dec,3.278688525,5.55
1,한빛소프트,47080,12-Dec,-7.01754386,9.16
2,한빛소프트,47080,13-Dec,-5.555555556,9.26
3,한빛소프트,47080,14-Dec,3.571428571,9.49
4,한빛소프트,47080,15-Dec,6.666666667,26.25
5,한빛소프트,47080,16-Dec,20,32.73
6,한빛소프트,47080,17-Dec,-7.142857143,35.91
7,한빛소프트,47080,18-Dec,-2.941176471,40.29
8,한빛소프트,47080,19-Dec,6.849315068,47.1
0,한샘,9240,11-Dec,-5.714285714,80.81
1,한샘,9240,12-Dec,-1.449275362,81.77
2,한샘,9240,13-Dec,1.428571429,80.31
3,한샘,9240,14-Dec,-1.449275362,80.28
4,한샘,9240,15-Dec,0,81.66
5,한샘,9240,16-Dec,0,82.9
6,한샘,9240,17-Dec,2.816901408,82.45
7,한샘,9240,18-Dec,2.739726027,83.32
8,한샘,9240,19-Dec,-1.388888889,83.47
0,한섬,20000,11-Dec,0,40.48
1,한섬,20000,12-Dec,16.66666667,42.2
2,한섬,20000,13-Dec,2.325581395,41.28
3,한섬,20000,14-Dec,2.272727273,44.43
4,한섬,20000,15-Dec,-4.761904762,44.29
5,한섬,20000,16-Dec,2.325581395,43.36
6,한섬,20000,17-Dec,2.272727273,45.09
7,한섬,20000,18-Dec,-2.325581395,44.83
8,한섬,20000,19-Dec,-7.5,43.36
0,한성기업,3680,11-Dec,1.219512195,72.41
1,한성기업,3680,12-Dec,0,73.05
2,한성기업,3680,13-Dec,1.204819277,72.785
3,한성기업,3680,14-Dec,0,72.72
4,한성기업,3680,15-Dec,,72.09
5,한성기업,3680,16-Dec,,71.455
6,한성기업,3680,17-Dec,,72.655
7,한성기업,3680,18-Dec,,74.955
8,한성기업,3680,19-Dec,,79.39
0,한세실업,105630,11-Dec,-2.469135802,40.48
1,한세실업,105630,12-Dec,-1.25,42.2
2,한세실업,105630,13-Dec,2.43902439,41.28
3,한세실업,105630,14-Dec,-3.797468354,44.43
4,한세실업,105630,15-Dec,-2.597402597,44.29
5,한세실업,105630,16-Dec,4.938271605,43.36
6,한세실업,105630,17-Dec,-5.194805195,45.09
7,한세실업,105630,18-Dec,0,44.83
8,한세실업,105630,19-Dec,2.53164557,43.36
0,한세엠케이,69640,11-Dec,,40.48
1,한세엠케이,69640,12-Dec,5,42.2
2,한세엠케이,69640,13-Dec,2.43902439,41.28
3,한세엠케이,69640,14-Dec,4.651162791,44.43
4,한세엠케이,69640,15-Dec,-2.380952381,44.29
5,한세엠케이,69640,16-Dec,-5,43.36
6,한세엠케이,69640,17-Dec,2.43902439,45.09
7,한세엠케이,69640,18-Dec,0,44.83
8,한세엠케이,69640,19-Dec,12.76595745,43.36
0,한세예스24홀딩스,16450,11-Dec,-2.5,0
1,한세예스24홀딩스,16450,12-Dec,0,0
2,한세예스24홀딩스,16450,13-Dec,1.234567901,0
3,한세예스24홀딩스,16450,14-Dec,-3.846153846,0
4,한세예스24홀딩스,16450,15-Dec,-2.631578947,0
5,한세예스24홀딩스,16450,16-Dec,1.298701299,0
6,한세예스24홀딩스,16450,17-Dec,-5.479452055,0
7,한세예스24홀딩스,16450,18-Dec,2.666666667,0
8,한세예스24홀딩스,16450,19-Dec,0,0
0,한솔로지스틱스,9180,11-Dec,-1.086956522,85.88
1,한솔로지스틱스,9180,12-Dec,0,88.8
2,한솔로지스틱스,9180,13-Dec,1.075268817,89.695
3,한솔로지스틱스,9180,14-Dec,1.063829787,89.995
4,한솔로지스틱스,9180,15-Dec,1.052631579,91.325
5,한솔로지스틱스,9180,16-Dec,-1.063829787,81.79
6,한솔로지스틱스,9180,17-Dec,0,83.7
7,한솔로지스틱스,9180,18-Dec,-1.075268817,89.59
8,한솔로지스틱스,9180,19-Dec,-1.086956522,90.975
0,한솔아이원스,114810,13-Dec,,74.77
1,한솔아이원스,114810,14-Dec,,76.93
2,한솔아이원스,114810,15-Dec,,77.48
3,한솔아이원스,114810,16-Dec,,78.73
4,한솔아이원스,114810,17-Dec,,80.02
5,한솔아이원스,114810,18-Dec,,81.15
6,한솔아이원스,114810,19-Dec,,80.98
0,한솔인티큐브,70590,11-Dec,-4.411764706,76.05
1,한솔인티큐브,70590,12-Dec,2.857142857,72.2
2,한솔인티큐브,70590,13-Dec,-1.449275362,75.75
3,한솔인티큐브,70590,14-Dec,,79.68
4,한솔인티큐브,70590,15-Dec,,81.79
5,한솔인티큐브,70590,16-Dec,,82.04
6,한솔인티큐브,70590,17-Dec,,83.55
7,한솔인티큐브,70590,18-Dec,,84.35
8,한솔인티큐브,70590,19-Dec,,82.22
0,한솔제지,213500,15-Dec,,85.895
1,한솔제지,213500,16-Dec,-2.564102564,85.305
2,한솔제지,213500,17-Dec,6.024096386,88.34
3,한솔제지,213500,18-Dec,-1.219512195,84.105
4,한솔제지,213500,19-Dec,0,84.59
0,한솔케미칼,14680,11-Dec,1.19047619,77.91
1,한솔케미칼,14680,12-Dec,-1.204819277,80.41
2,한솔케미칼,14680,13-Dec,-2.469135802,80.36
3,한솔케미칼,14680,14-Dec,-1.25,79.71
4,한솔케미칼,14680,15-Dec,-6.666666667,77.5
5,한솔케미칼,14680,16-Dec,-7.142857143,77.25
6,한솔케미칼,14680,17-Dec,4.109589041,78.45
7,한솔케미칼,14680,18-Dec,0,81.48
8,한솔케미칼,14680,19-Dec,-4.285714286,79.49
0,한솔테크닉스,4710,11-Dec,1.030927835,78.63
1,한솔테크닉스,4710,12-Dec,0,79.75
2,한솔테크닉스,4710,13-Dec,-6.593406593,81.65
3,한솔테크닉스,4710,14-Dec,-1.111111111,81.58
4,한솔테크닉스,4710,15-Dec,-1.123595506,81.36
5,한솔테크닉스,4710,16-Dec,1.111111111,82.3
6,한솔테크닉스,4710,17-Dec,-1.123595506,81.2
7,한솔테크닉스,4710,18-Dec,0,81.97
8,한솔테크닉스,4710,19-Dec,-1.136363636,81.8
0,한솔피엔에스,10420,11-Dec,,9.49
1,한솔피엔에스,10420,12-Dec,,39.415
2,한솔피엔에스,10420,13-Dec,,36.13
3,한솔피엔에스,10420,14-Dec,,32.89
4,한솔피엔에스,10420,15-Dec,,8.75
5,한솔피엔에스,10420,16-Dec,,8.05
6,한솔피엔에스,10420,17-Dec,,7.08
7,한솔피엔에스,10420,18-Dec,,0
8,한솔피엔에스,10420,19-Dec,,0
0,한솔홀딩스,4150,11-Dec,1.204819277,87.015
1,한솔홀딩스,4150,12-Dec,-1.219512195,83.365
2,한솔홀딩스,4150,13-Dec,0,84.915
3,한솔홀딩스,4150,14-Dec,3.529411765,85.41
4,한솔홀딩스,4150,15-Dec,0,85.895
5,한솔홀딩스,4150,16-Dec,-2.409638554,85.305
6,한솔홀딩스,4150,17-Dec,9.782608696,88.34
7,한솔홀딩스,4150,18-Dec,-6.976744186,84.105
8,한솔홀딩스,4150,19-Dec,3.370786517,84.59
