,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출원가율,매출원가율_,매출원가감소율
382,(주)글로벌스탠다드테크놀로지,83450,14-Dec,89122994,60458294,0.68,0.68,0
383,(주)글로벌스탠다드테크놀로지,83450,15-Dec,84422579,53943632,0.64,0.68,-6.25
384,(주)글로벌스탠다드테크놀로지,83450,16-Dec,90819412,57475833,0.63,0.64,-1.587301587
385,(주)글로벌스탠다드테크놀로지,83450,17-Dec,162835484,106768667,0.66,0.63,4.545454545
386,(주)글로벌스탠다드테크놀로지,83450,18-Dec,129850197,86354595,0.67,0.66,1.492537313
387,(주)글로벌스탠다드테크놀로지,83450,19-Dec,168231754,101887447,0.61,0.67,-9.836065574
388,(주)금비,8870,10-Sep,,,,,
389,(주)금비,8870,11-Sep,182184368,140978607,0.77,,
390,(주)금비,8870,12-Sep,176226095,139613667,0.79,0.77,2.53164557
391,(주)금비,8870,13-Sep,175061513,140973207,0.81,0.79,2.469135802
392,(주)금비,8870,14-Sep,177506459,143669634,0.81,0.81,0
393,(주)금비,8870,15-Sep,189495056,145599764,0.77,0.81,-5.194805195
394,(주)금비,8870,16-Sep,200543667,154437741,0.77,0.77,0
395,(주)금비,8870,17-Sep,185531452,142510120,0.77,0.77,0
396,(주)금비,8870,18-Sep,196995589,153041065,0.78,0.77,1.282051282
397,(주)금비,8870,19-Sep,201404468,157515543,0.78,0.78,0
399,(주)금양,1570,11-Dec,109810009,92297702,0.84,0.84,0
400,(주)금양,1570,12-Dec,122905331,102473314,0.83,0.84,-1.204819277
401,(주)금양,1570,13-Dec,156304448,135822559,0.87,0.83,4.597701149
402,(주)금양,1570,14-Dec,158550531,138461108,0.87,0.87,0
403,(주)금양,1570,15-Dec,158999533,136083219,0.86,0.87,-1.162790698
404,(주)금양,1570,16-Dec,168681746,137529479,0.82,0.86,-4.87804878
405,(주)금양,1570,17-Dec,180373683,144907191,0.8,0.82,-2.5
406,(주)금양,1570,18-Dec,205441375,165009911,0.8,0.8,0
407,(주)금양,1570,19-Dec,172723864,136904841,0.79,0.8,-1.265822785
408,(주)금호에이치티,214330,15-Dec,203071984,171095297,0.84,,
409,(주)금호에이치티,214330,16-Dec,208574892,184573472,0.88,0.84,4.545454545
410,(주)금호에이치티,214330,17-Dec,179707629,161231384,0.9,0.88,2.222222222
411,(주)금호에이치티,214330,18-Dec,209260006,188087059,0.9,0.9,0
412,(주)금호에이치티,214330,19-Dec,251095062,236522956,0.94,0.9,4.255319149
414,(주)금화피에스시,36190,11-Dec,,,,,
415,(주)금화피에스시,36190,12-Dec,,,,,
416,(주)금화피에스시,36190,13-Dec,166122419,130836677,0.79,,
417,(주)금화피에스시,36190,14-Dec,189631759,155745728,0.82,0.79,3.658536585
418,(주)금화피에스시,36190,15-Dec,235969690,196313554,0.83,0.82,1.204819277
419,(주)금화피에스시,36190,16-Dec,235018376,194713192,0.83,0.83,0
420,(주)금화피에스시,36190,17-Dec,205781841,163075930,0.79,0.83,-5.063291139
421,(주)금화피에스시,36190,18-Dec,233326733,182097574,0.78,0.79,-1.282051282
422,(주)금화피에스시,36190,19-Dec,209435314,165793394,0.79,0.78,1.265822785
423,(주)기가레인,49080,13-Dec,94791934,74583953,0.79,,
424,(주)기가레인,49080,14-Dec,95718992,77942438,0.81,0.79,2.469135802
425,(주)기가레인,49080,15-Dec,61576391,72269409,1.17,0.81,30.76923077
426,(주)기가레인,49080,16-Dec,75445071,74497864,0.99,1.17,-18.18181818
427,(주)기가레인,49080,17-Dec,100131227,82715768,0.83,0.99,-19.27710843
428,(주)기가레인,49080,18-Dec,124772205,106042765,0.85,0.83,2.352941176
429,(주)기가레인,49080,19-Dec,72769411,85455615,1.17,0.85,27.35042735
431,(주)기산텔레콤,35460,11-Dec,65679195,58538412,0.89,0.8,10.11235955
432,(주)기산텔레콤,35460,12-Dec,74315907,61032255,0.82,0.89,-8.536585366
433,(주)기산텔레콤,35460,13-Dec,79463728,62249172,0.78,0.82,-5.128205128
434,(주)기산텔레콤,35460,14-Dec,74512326,59256394,0.8,0.78,2.5
435,(주)기산텔레콤,35460,15-Dec,79710503,66205739,0.83,0.8,3.614457831
436,(주)기산텔레콤,35460,16-Dec,59172319,49418392,0.84,0.83,1.19047619
437,(주)기산텔레콤,35460,17-Dec,63467585,54370843,0.86,0.84,2.325581395
438,(주)기산텔레콤,35460,18-Dec,56445716,47301809,0.84,0.86,-2.380952381
439,(주)기산텔레콤,35460,19-Dec,67054955,52668790,0.79,0.84,-6.329113924
441,(주)까뮤이앤씨,13700,11-Dec,,,,,
442,(주)까뮤이앤씨,13700,12-Dec,,,,,
443,(주)까뮤이앤씨,13700,13-Dec,,,,,
444,(주)까뮤이앤씨,13700,14-Dec,,,,,
445,(주)까뮤이앤씨,13700,15-Dec,,,,,
446,(주)까뮤이앤씨,13700,16-Dec,,,,,
447,(주)까뮤이앤씨,13700,17-Dec,,,,,
448,(주)까뮤이앤씨,13700,18-Dec,,,,,
449,(주)까뮤이앤씨,13700,19-Dec,,,,,
450,(주)까스텔바작,308100,19-Dec,81358617,31238794,0.38,,
451,(주)나노,187790,14-Dec,,,,,
452,(주)나노,187790,15-Dec,29901810,29883383,1,,
453,(주)나노,187790,16-Dec,48175171,50037070,1.04,1,3.846153846
454,(주)나노,187790,17-Dec,73089292,62721642,0.86,1.04,-20.93023256
455,(주)나노,187790,18-Dec,81942719,71007597,0.87,0.86,1.149425287
456,(주)나노,187790,19-Dec,73694955,66484746,0.9,0.87,3.333333333
457,(주)나노브릭,286750,19-Dec,7775408,5874843,0.76,,
458,(주)나노신소재,121600,11-Dec,33480756,18805669,0.56,,
459,(주)나노신소재,121600,12-Dec,23644347,16429605,0.69,0.56,18.84057971
460,(주)나노신소재,121600,13-Dec,27009014,17289076,0.64,0.69,-7.8125
461,(주)나노신소재,121600,14-Dec,27926752,15558382,0.56,0.64,-14.28571429
462,(주)나노신소재,121600,15-Dec,43140425,23332424,0.54,0.56,-3.703703704
463,(주)나노신소재,121600,16-Dec,41111800,23265866,0.57,0.54,5.263157895
464,(주)나노신소재,121600,17-Dec,45568866,24870265,0.55,0.57,-3.636363636
465,(주)나노신소재,121600,18-Dec,52249960,29703093,0.57,0.55,3.50877193
466,(주)나노신소재,121600,19-Dec,48892961,29575322,0.6,0.57,5
468,(주)나노엔텍,39860,11-Dec,13153879,12411365,0.94,0.82,12.76595745
469,(주)나노엔텍,39860,12-Dec,13435035,12287381,0.91,0.94,-3.296703297
470,(주)나노엔텍,39860,13-Dec,19084457,13907414,0.73,0.91,-24.65753425
471,(주)나노엔텍,39860,14-Dec,19498657,14039930,0.72,0.73,-1.388888889
472,(주)나노엔텍,39860,15-Dec,24839316,18756946,0.76,0.72,5.263157895
473,(주)나노엔텍,39860,16-Dec,22205895,17415702,0.78,0.76,2.564102564
474,(주)나노엔텍,39860,17-Dec,23809593,13425040,0.56,0.78,-39.28571429
475,(주)나노엔텍,39860,18-Dec,25796821,14597686,0.57,0.56,1.754385965
476,(주)나노엔텍,39860,19-Dec,26255836,13549213,0.52,0.57,-9.615384615
477,(주)나무가,190510,15-Dec,403847036,354633593,0.88,,
478,(주)나무가,190510,16-Dec,292613003,275809267,0.94,0.88,6.382978723
479,(주)나무가,190510,17-Dec,257564977,269861442,1.05,0.94,10.47619048
480,(주)나무가,190510,18-Dec,312824892,294278543,0.94,1.05,-11.70212766
481,(주)나무가,190510,19-Dec,362063863,341733797,0.94,0.94,0
482,(주)나스미디어,89600,13-Dec,,,,,
483,(주)나스미디어,89600,14-Dec,,,,,
484,(주)나스미디어,89600,15-Dec,,,,,
485,(주)나스미디어,89600,16-Dec,69943009,0,0,,
486,(주)나스미디어,89600,17-Dec,120275391,0,0,0,
487,(주)나스미디어,89600,18-Dec,106607030,0,0,0,
488,(주)나스미디어,89600,19-Dec,117006838,0,0,0,
489,(주)나이벡,138610,11-Dec,,,,,
490,(주)나이벡,138610,12-Dec,,,,,
491,(주)나이벡,138610,13-Dec,,,,,
492,(주)나이벡,138610,14-Dec,,,,,
493,(주)나이벡,138610,15-Dec,,,,,
494,(주)나이벡,138610,16-Dec,,,,,
495,(주)나이벡,138610,17-Dec,,,,,
496,(주)나이벡,138610,18-Dec,,,,,
497,(주)나이벡,138610,19-Dec,,,,,
498,(주)나이스디앤비,130580,11-Dec,,,,,
499,(주)나이스디앤비,130580,12-Dec,,,,,
500,(주)나이스디앤비,130580,13-Dec,,,,,
501,(주)나이스디앤비,130580,14-Dec,,,,,
502,(주)나이스디앤비,130580,15-Dec,25675101,0,0,,
503,(주)나이스디앤비,130580,16-Dec,33964917,0,0,0,
504,(주)나이스디앤비,130580,17-Dec,42282947,0,0,0,
505,(주)나이스디앤비,130580,18-Dec,52040929,0,0,0,
506,(주)나이스디앤비,130580,19-Dec,77330430,0,0,0,
508,(주)나이스홀딩스,34310,11-Dec,194810015,0,0,0,
509,(주)나이스홀딩스,34310,12-Dec,211902144,0,0,0,
510,(주)나이스홀딩스,34310,13-Dec,754166289,0,0,0,
511,(주)나이스홀딩스,34310,14-Dec,936827214,0,0,0,
512,(주)나이스홀딩스,34310,15-Dec,1090840202,0,0,0,
513,(주)나이스홀딩스,34310,16-Dec,1346411434,0,0,0,
514,(주)나이스홀딩스,34310,17-Dec,1450068987,0,0,0,
515,(주)나이스홀딩스,34310,18-Dec,1611892148,221970360,0.14,0,100
516,(주)나이스홀딩스,34310,19-Dec,1877743691,0,0,0.14,#NAME?
517,(주)나인테크,267320,17-Dec,,,,,
518,(주)나인테크,267320,18-Dec,,,,,
519,(주)나인테크,267320,19-Dec,,,,,
521,(주)남선알미늄,8350,11-Dec,302410988,276133992,0.91,0.9,1.098901099
522,(주)남선알미늄,8350,12-Dec,,,,0.91,
523,(주)남선알미늄,8350,13-Dec,,,,,
524,(주)남선알미늄,8350,14-Dec,,,,,
525,(주)남선알미늄,8350,15-Dec,,,,,
526,(주)남선알미늄,8350,16-Dec,,,,,
527,(주)남선알미늄,8350,17-Dec,,,,,
528,(주)남선알미늄,8350,18-Dec,347834921,312961290,0.9,,
529,(주)남선알미늄,8350,19-Dec,324782177,289895888,0.89,0.9,-1.123595506
531,(주)남성,4270,11-Dec,66156225,51529324,0.78,0.78,0
532,(주)남성,4270,12-Dec,68020409,51440855,0.76,0.78,-2.631578947
533,(주)남성,4270,13-Dec,73072002,55428602,0.76,0.76,0
534,(주)남성,4270,14-Dec,69059783,51589850,0.75,0.76,-1.333333333
535,(주)남성,4270,15-Dec,75864783,56596270,0.75,0.75,0
536,(주)남성,4270,16-Dec,83724292,61569580,0.74,0.75,-1.351351351
537,(주)남성,4270,17-Dec,91991880,67081001,0.73,0.74,-1.369863014
538,(주)남성,4270,18-Dec,83251810,64188932,0.77,0.73,5.194805195
539,(주)남성,4270,19-Dec,72953026,54057224,0.74,0.77,-4.054054054
540,(주)내츄럴엔도텍,168330,13-Dec,,,,,
541,(주)내츄럴엔도텍,168330,14-Dec,,,,,
542,(주)내츄럴엔도텍,168330,15-Dec,44506401,13905861,0.31,,
543,(주)내츄럴엔도텍,168330,16-Dec,6556020,4249562,0.65,0.31,52.30769231
544,(주)내츄럴엔도텍,168330,17-Dec,9238808,5910004,0.64,0.65,-1.5625
545,(주)내츄럴엔도텍,168330,18-Dec,8928362,12032388,1.35,0.64,52.59259259
546,(주)내츄럴엔도텍,168330,19-Dec,6580460,9955380,1.51,1.35,10.59602649
548,(주)네오리진,94860,11-Dec,42947694,35654342,0.83,0.81,2.409638554
549,(주)네오리진,94860,12-Dec,,,,0.83,
550,(주)네오리진,94860,13-Dec,,,,,
551,(주)네오리진,94860,14-Dec,,,,,
552,(주)네오리진,94860,15-Dec,,,,,
553,(주)네오리진,94860,16-Dec,,,,,
554,(주)네오리진,94860,17-Dec,9263380,4114151,0.44,,
555,(주)네오리진,94860,18-Dec,,,,0.44,
556,(주)네오리진,94860,19-Dec,,,,,
557,(주)네오셈,253590,18-Dec,,,,,
558,(주)네오셈,253590,19-Dec,27225588,13957524,0.51,,
559,(주)네오오토,212560,15-Dec,,,,,
560,(주)네오오토,212560,16-Dec,,,,,
561,(주)네오오토,212560,17-Dec,,,,,
562,(주)네오오토,212560,18-Dec,,,,,
563,(주)네오오토,212560,19-Dec,,,,,
565,(주)네오위즈,95660,11-Dec,667748340,404835206,0.61,0.61,0
566,(주)네오위즈,95660,12-Dec,674589550,426674549,0.63,0.61,3.174603175
567,(주)네오위즈,95660,13-Dec,442897817,247094563,0.56,0.63,-12.5
568,(주)네오위즈,95660,14-Dec,201029653,97213907,0.48,0.56,-16.66666667
569,(주)네오위즈,95660,15-Dec,190070606,89001598,0.47,0.48,-2.127659574
570,(주)네오위즈,95660,16-Dec,191038418,90392826,0.47,0.47,0
571,(주)네오위즈,95660,17-Dec,174045348,91937730,0.53,0.47,11.32075472
572,(주)네오위즈,95660,18-Dec,215490230,104316848,0.48,0.53,-10.41666667
573,(주)네오위즈,95660,19-Dec,254498033,114293832,0.45,0.48,-6.666666667
575,(주)네오위즈홀딩스,42420,11-Dec,727227250,445201473,0.61,0.61,0
576,(주)네오위즈홀딩스,42420,12-Dec,742971136,482711056,0.65,0.61,6.153846154
577,(주)네오위즈홀딩스,42420,13-Dec,512084970,289691305,0.57,0.65,-14.03508772
578,(주)네오위즈홀딩스,42420,14-Dec,262205577,135450174,0.52,0.57,-9.615384615
579,(주)네오위즈홀딩스,42420,15-Dec,199471968,94870705,0.48,0.52,-8.333333333
580,(주)네오위즈홀딩스,42420,16-Dec,201698095,96783407,0.48,0.48,0
581,(주)네오위즈홀딩스,42420,17-Dec,184864190,98457745,0.53,0.48,9.433962264
582,(주)네오위즈홀딩스,42420,18-Dec,228327081,112175792,0.49,0.53,-8.163265306
583,(주)네오위즈홀딩스,42420,19-Dec,253948130,114229214,0.45,0.49,-8.888888889
584,(주)네오크레마,311390,19-Dec,19776649,15222930,0.77,,
586,(주)네오티스,85910,11-Dec,,,,0.82,
587,(주)네오티스,85910,12-Dec,,,,,
588,(주)네오티스,85910,13-Dec,36116964,27630395,0.77,,
589,(주)네오티스,85910,14-Dec,37658799,28502483,0.76,0.77,-1.315789474
590,(주)네오티스,85910,15-Dec,35730680,28724370,0.8,0.76,5
591,(주)네오티스,85910,16-Dec,40161938,31663302,0.79,0.8,-1.265822785
592,(주)네오티스,85910,17-Dec,43473210,34282804,0.79,0.79,0
593,(주)네오티스,85910,18-Dec,45195339,35138242,0.78,0.79,-1.282051282
594,(주)네오티스,85910,19-Dec,42409365,33502835,0.79,0.78,1.265822785
596,(주)네오팜,92730,11-Dec,,,,,
597,(주)네오팜,92730,12-Dec,,,,,
598,(주)네오팜,92730,13-Dec,,,,,
599,(주)네오팜,92730,14-Dec,,,,,
600,(주)네오팜,92730,15-Dec,,,,,
601,(주)네오팜,92730,16-Dec,42368623,10491982,0.25,,
602,(주)네오팜,92730,17-Dec,53633507,13490376,0.25,0.25,0
603,(주)네오팜,92730,18-Dec,66274582,17938729,0.27,0.25,7.407407407
604,(주)네오팜,92730,19-Dec,83240333,23136104,0.28,0.27,3.571428571
605,(주)네오펙트,290660,18-Dec,5653093,1476785,0.26,,
606,(주)네오펙트,290660,19-Dec,12311251,9084639,0.74,0.26,64.86486486
607,(주)네온테크,306620,18-Dec,,,,,
608,(주)네온테크,306620,19-Dec,,,,,
609,(주)네이블커뮤니케이션즈,153460,12-Dec,,,,,
610,(주)네이블커뮤니케이션즈,153460,13-Dec,,,,,
611,(주)네이블커뮤니케이션즈,153460,14-Dec,23696900,11849430,0.5,,
612,(주)네이블커뮤니케이션즈,153460,15-Dec,,,,0.5,
613,(주)네이블커뮤니케이션즈,153460,16-Dec,,,,,
614,(주)네이블커뮤니케이션즈,153460,17-Dec,,,,,
615,(주)네이블커뮤니케이션즈,153460,18-Dec,,,,,
616,(주)네이블커뮤니케이션즈,153460,19-Dec,,,,,
618,(주)네이처셀,7390,11-Dec,,,,,
619,(주)네이처셀,7390,12-Dec,,,,,
620,(주)네이처셀,7390,13-Dec,,,,,
621,(주)네이처셀,7390,14-Dec,,,,,
622,(주)네이처셀,7390,15-Dec,,,,,
623,(주)네이처셀,7390,16-Dec,,,,,
624,(주)네이처셀,7390,17-Dec,,,,,
625,(주)네이처셀,7390,18-Dec,,,,,
626,(주)네이처셀,7390,19-Dec,,,,,
628,(주)네패스,33640,11-Dec,276089822,229235676,0.83,0.81,2.409638554
629,(주)네패스,33640,12-Dec,290541326,212982961,0.73,0.83,-13.69863014
630,(주)네패스,33640,13-Dec,364128942,323671420,0.89,0.73,17.97752809
631,(주)네패스,33640,14-Dec,328792875,282825609,0.86,0.89,-3.488372093
632,(주)네패스,33640,15-Dec,279220555,225695889,0.81,0.86,-6.172839506
633,(주)네패스,33640,16-Dec,254535006,207412137,0.81,0.81,0
634,(주)네패스,33640,17-Dec,285034101,222930178,0.78,0.81,-3.846153846
635,(주)네패스,33640,18-Dec,273317888,210101744,0.77,0.78,-1.298701299
636,(주)네패스,33640,19-Dec,356317076,242594426,0.68,0.77,-13.23529412
638,(주)넥센,5720,11-Dec,281033576,240775423,0.86,0.83,3.488372093
639,(주)넥센,5720,12-Dec,285150563,232348549,0.81,0.86,-6.172839506
640,(주)넥센,5720,13-Dec,379858452,264046885,0.7,0.81,-15.71428571
641,(주)넥센,5720,14-Dec,354340603,233765860,0.66,0.7,-6.060606061
642,(주)넥센,5720,15-Dec,306141351,187846972,0.61,0.66,-8.196721311
643,(주)넥센,5720,16-Dec,321408358,179098637,0.56,0.61,-8.928571429
644,(주)넥센,5720,17-Dec,314030027,205618490,0.65,0.56,13.84615385
645,(주)넥센,5720,18-Dec,1360025189,998361049,0.73,0.65,10.95890411
646,(주)넥센,5720,19-Dec,2291341654,1621747837,0.71,0.73,-2.816901408
648,(주)넥스턴바이오사이언스,89140,11-Dec,,,,,
649,(주)넥스턴바이오사이언스,89140,12-Dec,,,,,
650,(주)넥스턴바이오사이언스,89140,13-Dec,,,,,
651,(주)넥스턴바이오사이언스,89140,14-Dec,,,,,
652,(주)넥스턴바이오사이언스,89140,15-Dec,,,,,
653,(주)넥스턴바이오사이언스,89140,16-Dec,,,,,
654,(주)넥스턴바이오사이언스,89140,17-Dec,,,,,
655,(주)넥스턴바이오사이언스,89140,18-Dec,,,,,
656,(주)넥스턴바이오사이언스,89140,19-Dec,,,,,
657,(주)넥스트아이,137940,11-Dec,,,,,
658,(주)넥스트아이,137940,12-Dec,25700825,14825353,0.58,,
659,(주)넥스트아이,137940,13-Dec,27906402,17632346,0.63,0.58,7.936507937
660,(주)넥스트아이,137940,14-Dec,29162012,19754366,0.68,0.63,7.352941176
661,(주)넥스트아이,137940,15-Dec,26565766,17875118,0.67,0.68,-1.492537313
662,(주)넥스트아이,137940,16-Dec,39439948,28516754,0.72,0.67,6.944444444
663,(주)넥스트아이,137940,17-Dec,59482937,40479614,0.68,0.72,-5.882352941
664,(주)넥스트아이,137940,18-Dec,87218818,56121664,0.64,0.68,-6.25
665,(주)넥스트아이,137940,19-Dec,87989318,64058638,0.73,0.64,12.32876712
666,(주)넥스트엔터테인먼트월드,160550,14-Dec,61981056,47452410,0.77,,
667,(주)넥스트엔터테인먼트월드,160550,15-Dec,82586150,73838928,0.89,0.77,13.48314607
668,(주)넥스트엔터테인먼트월드,160550,16-Dec,125723993,99920680,0.79,0.89,-12.65822785
669,(주)넥스트엔터테인먼트월드,160550,17-Dec,94538544,73587274,0.78,0.79,-1.282051282
670,(주)넥스트엔터테인먼트월드,160550,18-Dec,161222834,133948816,0.83,0.78,6.024096386
671,(주)넥스트엔터테인먼트월드,160550,19-Dec,149180097,120874917,0.81,0.83,-2.469135802
672,(주)넥슨게임즈,225570,15-Dec,,,,,
673,(주)넥슨게임즈,225570,16-Dec,,,,,
674,(주)넥슨게임즈,225570,17-Dec,,,,,
675,(주)넥슨게임즈,225570,18-Dec,,,,,
676,(주)넥슨게임즈,225570,19-Dec,,,,,
677,(주)넵튠,217270,15-Dec,,,,,
678,(주)넵튠,217270,16-Dec,18335549,0,0,,
679,(주)넵튠,217270,17-Dec,20528450,0,0,0,
680,(주)넵튠,217270,18-Dec,18174243,0,0,0,
681,(주)넵튠,217270,19-Dec,18037054,0,0,0,
682,(주)노랑풍선,104620,19-Dec,76779803,0,0,,
684,(주)노루페인트,90350,11-Dec,387059408,313485273,0.81,0.8,1.234567901
685,(주)노루페인트,90350,12-Dec,418644745,333530091,0.8,0.81,-1.25
686,(주)노루페인트,90350,13-Dec,433477073,338930285,0.78,0.8,-2.564102564
687,(주)노루페인트,90350,14-Dec,458147572,348902977,0.76,0.78,-2.631578947
688,(주)노루페인트,90350,15-Dec,461646501,342654487,0.74,0.76,-2.702702703
689,(주)노루페인트,90350,16-Dec,478935529,350471794,0.73,0.74,-1.369863014
690,(주)노루페인트,90350,17-Dec,551409798,420206043,0.76,0.73,3.947368421
691,(주)노루페인트,90350,18-Dec,614726256,483753501,0.79,0.76,3.797468354
692,(주)노루페인트,90350,19-Dec,647452120,500399179,0.77,0.79,-2.597402597
694,(주)노루홀딩스,320,11-Dec,547974061,437075689,0.8,0.79,1.25
695,(주)노루홀딩스,320,12-Dec,585634923,460002018,0.79,0.8,-1.265822785
696,(주)노루홀딩스,320,13-Dec,613234216,467808864,0.76,0.79,-3.947368421
697,(주)노루홀딩스,320,14-Dec,669995655,495810961,0.74,0.76,-2.702702703
698,(주)노루홀딩스,320,15-Dec,683481222,494360225,0.72,0.74,-2.777777778
699,(주)노루홀딩스,320,16-Dec,690144458,496197972,0.72,0.72,0
700,(주)노루홀딩스,320,17-Dec,771302006,576119198,0.75,0.72,4
701,(주)노루홀딩스,320,18-Dec,835993399,652800939,0.78,0.75,3.846153846
702,(주)노루홀딩스,320,19-Dec,884292309,674244549,0.76,0.78,-2.631578947
703,(주)노바렉스,194700,18-Dec,107311222,86646381,0.81,,
704,(주)노바렉스,194700,19-Dec,159100863,130485539,0.82,0.81,1.219512195
705,(주)노바텍,285490,18-Dec,25883507,15486739,0.6,,
706,(주)노바텍,285490,19-Dec,26133499,15107712,0.58,0.6,-3.448275862
707,(주)노블엠앤비,106520,12-Dec,85612148,69892005,0.82,,
708,(주)노블엠앤비,106520,13-Dec,153755286,124865197,0.81,0.82,-1.234567901
709,(주)노블엠앤비,106520,14-Dec,77158349,67098364,0.87,0.81,6.896551724
710,(주)노블엠앤비,106520,15-Dec,70713722,66821991,0.94,0.87,7.446808511
711,(주)노블엠앤비,106520,16-Dec,63662855,62220237,0.98,0.94,4.081632653
712,(주)노블엠앤비,106520,17-Dec,60316673,61813700,1.02,0.98,3.921568627
713,(주)노블엠앤비,106520,18-Dec,64349679,65804468,1.02,1.02,0
714,(주)노블엠앤비,106520,19-Dec,75340573,64270061,0.85,1.02,-20
715,(주)노터스,278650,19-Dec,46039645,0,0,,
717,(주)녹십자,6280,11-Dec,767911771,509056095,0.66,0.59,10.60606061
718,(주)녹십자,6280,12-Dec,811774313,558194735,0.69,0.66,4.347826087
719,(주)녹십자,6280,13-Dec,888168207,613274391,0.69,0.69,0
720,(주)녹십자,6280,14-Dec,975327106,664827551,0.68,0.69,-1.470588235
721,(주)녹십자,6280,15-Dec,1047812247,708815564,0.68,0.68,0
722,(주)녹십자,6280,16-Dec,1197903918,845825581,0.71,0.68,4.225352113
723,(주)녹십자,6280,17-Dec,1287916286,921112428,0.72,0.71,1.388888889
724,(주)녹십자,6280,18-Dec,1334877810,989010126,0.74,0.72,2.702702703
725,(주)녹십자,6280,19-Dec,1369709727,997394419,0.73,0.74,-1.369863014
726,(주)녹십자엠에스,142280,14-Dec,,,,,
727,(주)녹십자엠에스,142280,15-Dec,89298322,75917238,0.85,,
728,(주)녹십자엠에스,142280,16-Dec,86162555,73697055,0.86,0.85,1.162790698
729,(주)녹십자엠에스,142280,17-Dec,98389224,82984731,0.84,0.86,-2.380952381
