구분,코드,산업명,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년
(주)경동도시가스,267290,"  전기, 가스, 증기 및 공기조절 공급업",0,0,0,0,0,0,91.13,92.2,92.19
(주)경동인베스트,12320,"  전기, 가스, 증기 및 공기조절 공급업",93.98,95.38,95.83,95.6,93.44,90.54,0,48.73,45.47
(주)경방,50,  섬유제품 제조업; 의복제외,89.36,94.42,84.38,81.36,68.07,66.94,65.38,63.71,59.78
(주)경보제약,214390,  의료용 물질 및 의약품 제조업,0,0,0,0,72.73,76.38,71.5,75.53,78.76
(주)경인양행,12610,  화학물질 및 화학제품 제조업; 의약품 제외,85.33,85.36,80.76,80.7,84.79,84.11,84.98,76.26,76.77
(주)고려시멘트,198440,  기타금융업,0,0,0,0,0,0,86.67,85.23,92.5
(주)고영테크놀러지,98460,  기타 기계 및 장비 제조업,42.82,45.89,46.9,45.29,41.11,39.92,38.98,40.08,38.95
(주)골드앤에스,35290,  교육 서비스업,69.48,71.72,72.07,73.76,70.02,60.63,64.21,50.09,82.34
(주)골드퍼시픽,38530,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",59.06,69.92,117.48,166.74,136.85,84.65,39.53,25.24,70.91
(주)골프존,215000,  출판업,0,0,0,0,32.93,38.4,35.91,40.29,40.35
(주)골프존뉴딘홀딩스,121440,  출판업,48.53,43.33,45.02,44.23,26.25,1.85,2.9,3.91,94.29
(주)광림,14200,  자동차 및 트레일러 제조업,83.83,87.33,86.47,85.44,75.14,85.91,84.62,82.8,84.31
(주)광명전기,17040,  전기장비 제조업,89.7,88.91,84.25,86.37,89.81,90.33,90.81,90.07,89.25
(주)광무,29480,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",80.26,82.21,101.15,82.1,77.36,82.3,81.26,82.67,82.69
(주)광주신세계,37710,  소매업; 자동차 제외,36.75,36.01,35.34,34.89,33.09,32.8,32.73,13.11,11.99
(주)구영테크,53270,  자동차 및 트레일러 제조업,81.41,81.67,82.74,82.88,83.54,81.51,83.09,85.04,85.66
(주)국동,5320,  도매 및 상품 중개업,86.31,82.8,82.18,81.07,80.69,80.34,85.82,84.25,85.44
(주)국보,1140,  육상운송 및 파이프라인 운송업,93.32,92.96,92.89,94.5,94.28,93.14,93.52,95.78,96.92
(주)국보디자인,66620,"  기타 전문, 과학 및 기술 서비스업",84.8,84.02,87.06,86.2,88.23,86.52,83.51,85.53,89.06
(주)국순당,43650,  음료 제조업,57.17,55.24,57.82,60.8,64.89,59.92,61.47,61.02,64.18
(주)국영지앤엠,6050,  비금속 광물제품 제조업,100.74,98.87,95.05,94.16,98.77,96.38,94.97,98.3,95.49
(주)국전약품,307750,  기타금융업,0,0,0,0,0,0,0,0,0
(주)그래디언트,35080,  전문 서비스업,0,0,0,0,0,0,0,0,0
(주)그리티,204020,"  의복, 의복 액세서리 및 모피제품 제조업",0,0,0,0,0,0,0,39.68,44.99
(주)그린플러스,186230,  1차 금속 제조업,0,0,0,0,0,0,0,0,81.09
(주)글로벌스탠다드테크놀로지,83450,  기타 기계 및 장비 제조업,67.78,66.82,71.48,72.4,68.45,66.91,69.12,69.11,62.29
(주)금비,8870,  비금속 광물제품 제조업,76.38,78.89,80.27,83.29,75.63,77.07,73.48,74.2,75.31
(주)금양,1570,  화학물질 및 화학제품 제조업; 의약품 제외,86.37,86.58,89.86,88.55,87.49,87.24,88.18,86.52,85.68
(주)금호에이치티,214330,  자동차 및 트레일러 제조업,0,0,0,0,83.49,87.64,88.89,91.98,94.62
(주)금화피에스시,36190,  전문직별 공사업,75.32,76,79.3,82.22,82.92,82.31,77.43,76.72,79.03
(주)기가레인,49080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,79.97,80.95,118.69,102.99,83.62,84.88,120.24
(주)기산텔레콤,35460,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.08,76.27,78.58,77.25,81.65,78.65,79.34,84.57,74.69
(주)까뮤이앤씨,13700,  종합 건설업,120.22,92.88,95.78,93.38,91.81,92,89.05,89.86,90.03
(주)까스텔바작,308100,  소매업; 자동차 제외,0,0,0,0,0,0,0,0,38.49
(주)나노,187790,  기타금융업,0,0,0,0,117.93,117.25,82.14,85.27,86.94
(주)나노브릭,286750,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,0,0,0,75.56
(주)나노신소재,121600,  화학물질 및 화학제품 제조업; 의약품 제외,56.13,69.42,63.97,55.71,54.08,56.59,54.58,56.85,60.49
(주)나노엔텍,39860,"  의료, 정밀, 광학기기 및 시계 제조업",94.92,91.56,74.24,73.28,81.05,85.8,57.38,59.75,55.89
(주)나무가,190510,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,88.69,94.74,97.68,94.52,93.57
(주)나스미디어,89600,  전문 서비스업,0,0,0,0,0,0,0,0,0
(주)나이벡,138610,  의료용 물질 및 의약품 제조업,87.6,73.71,113.09,80.86,77.66,83.35,68.97,91.13,57.17
(주)나이스디앤비,130580,  사업지원 서비스업,0,0,0,0,0,0,0,0,0
(주)나이스홀딩스,34310,  사업지원 서비스업,0,0,0,0,0,0,0,0,0
(주)나인테크,267320,  기타금융업,0,0,0,0,0,0,0,0,0
(주)남선알미늄,8350,  1차 금속 제조업,91.31,92.16,88.41,88.61,87.45,88.26,88.95,89.97,89.26
(주)남성,4270,  도매 및 상품 중개업,86.15,84.87,86.37,87.5,87.04,87.19,86.26,87.72,87.54
(주)내츄럴엔도텍,168330,  연구개발업,0,0,29.02,31.9,31.24,64.82,63.97,112.7,126.31
(주)네오리진,94860,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",73.28,71.56,75.47,82.21,59.57,49.72,44.61,56.52,58.2
(주)네오셈,253590,  기타금융업,0,0,0,0,0,0,0,0,53.99
(주)네오오토,212560,  자동차 및 트레일러 제조업,0,0,0,0,87.27,88.47,93.33,91.34,92.3
(주)네오위즈,95660,  출판업,62.19,63.78,54.03,41.7,38.39,41.91,45,51.75,48.85
(주)네오위즈홀딩스,42420,  전문 서비스업,0,0,0,0,0,0,0,0,0
(주)네오크레마,311390,  식료품 제조업,0,0,0,0,0,0,0,0,77.61
(주)네오티스,85910,  기타 기계 및 장비 제조업,76.3,76.12,78.64,79.3,82.45,81.08,81.99,81.2,81.77
(주)네오팜,92730,  화학물질 및 화학제품 제조업; 의약품 제외,26.2,24.39,25.2,26.77,26.12,24.66,25.07,27.39,28.49
(주)네오펙트,290660,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,0,0,0,34.05,51.79
(주)네온테크,306620,  기타금융업,0,0,0,0,0,0,0,0,0
(주)네이블커뮤니케이션즈,153460,  출판업,0,43.08,42.95,49.76,52.29,48.91,60.4,55.64,45.2
(주)네이처셀,7390,  음료 제조업,93.47,90.11,87.93,94.49,89.54,85.32,71.99,58.89,44.08
(주)네패스,33640,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",80.09,73.7,78.71,81.93,76.06,80.64,77.14,76.39,74.53
(주)넥센,5720,  고무 및 플라스틱제품 제조업,87.57,82.97,79.4,77.09,74.93,73.14,78.08,86.58,87.09
(주)넥스턴바이오사이언스,89140,  기타 기계 및 장비 제조업,73.81,70.87,70.36,65.13,69.16,66.88,68.99,67.71,76.6
(주)넥스트아이,137940,"  의료, 정밀, 광학기기 및 시계 제조업",57.68,54.15,59.34,65.95,67.51,73.86,73,78.17,93.45
(주)넥스트엔터테인먼트월드,160550,  영상ㆍ오디오 기록물 제작 및 배급업,0,0,0,79.65,91.85,82.82,87.67,89.07,80.52
(주)넥슨게임즈,225570,  기타금융업,0,0,0,0,0,0,0,0,0
(주)넵튠,217270,  기타금융업,0,0,0,0,0,0,0,0,0
(주)노랑풍선,104620,  사업지원 서비스업,0,0,0,0,0,0,0,0,0
(주)노루페인트,90350,  화학물질 및 화학제품 제조업; 의약품 제외,82.68,81.49,80.32,78.26,76.73,76,78.75,81.24,79.67
(주)노루홀딩스,320,  전문 서비스업,0,0,0,0,0,0,0,0,0
(주)노바렉스,194700,  식료품 제조업,0,0,0,0,0,0,0,80.77,82.04
(주)노바텍,285490,  기타 제품 제조업,0,0,0,0,0,0,0,61.12,63.79
(주)노블엠앤비,106520,"  의료, 정밀, 광학기기 및 시계 제조업",0,80.86,81.82,86.63,99,111.35,107.1,106.81,81.7
(주)노터스,278650,  연구개발업,0,0,0,0,0,0,0,0,0
(주)녹십자,6280,  의료용 물질 및 의약품 제조업,65.37,67.22,68.11,66.74,66.09,70.43,71.39,74.37,72.98
(주)녹십자엠에스,142280,  의료용 물질 및 의약품 제조업,0,0,0,81.59,85.42,85.41,84.69,90.37,90.49
(주)녹십자웰빙,234690,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,0,46.11
(주)녹십자홀딩스,5250,  전문 서비스업,0,0,0,0,0,0,0,0,0
(주)녹원씨엔아이,65560,  출판업,78,94.89,97.23,98.2,53.49,81.83,79.74,44.63,46.88
(주)농심,4370,  식료품 제조업,74.28,73.24,72.56,72.43,70.85,70.81,69.27,73.31,73.94
(주)농심홀딩스,72710,  전문 서비스업,0,0,0,0,0,0,0,0,0
(주)누리플랜,69140,  금속가공제품 제조업; 기계 및 가구 제외,77.31,81.74,88.37,97.95,78.57,81.51,79.94,83.1,82.48
(주)누리플렉스,40160,  출판업,74.98,69.47,62.41,58.35,56.36,52.76,73.39,70.74,66.85
(주)누보,332290,  기타금융업,0,0,0,0,0,0,0,0,0
(주)뉴로스,126870,  기타 기계 및 장비 제조업,0,54.06,55.44,53.71,66.09,61.69,68.49,67.53,75.18
(주)뉴보텍,60260,  고무 및 플라스틱제품 제조업,82.82,74.66,73.93,71.88,70.18,66.72,74.28,72.75,71.48
(주)뉴인텍,12340,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.93,97.63,94.63,96.67,89.27,96.08,94.25,94.7,89.9
(주)뉴트리,270870,  식료품 제조업,0,0,0,0,0,0,0,25.18,24.37
(주)뉴파워프라즈마,144960,  기타 기계 및 장비 제조업,0,0,0,0,0,51.96,50.64,51.64,58.3
(주)뉴프렉스,85670,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",89.58,87.15,91.83,90.75,93.81,93.26,90.11,89.38,99.49
(주)다나와,119860,  출판업,0,0,0,0,0,0,0,0,0
(주)다날,64260,  정보서비스업,0,0,0,0,0,0,0,0,0
(주)다보링크,340360,  기타금융업,0,0,0,0,0,0,0,0,0
(주)다산네트웍스,39560,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",65.25,58.74,64.16,68.77,72.82,71.34,62.2,67.26,71.47
(주)다우기술,23590,  정보서비스업,80.01,80.12,81.91,83.75,84.3,81.87,79.98,75.47,75.08
(주)다우데이타,32190,  도매 및 상품 중개업,86.69,85.27,83.67,82.37,83.75,87.17,85.86,84.58,84.95
(주)다원시스,68240,  전기장비 제조업,65.16,63.42,63.51,65.12,65.78,69.19,67.28,71.88,77.32
(주)다이나믹디자인,145210,  기타 기계 및 장비 제조업,0,0,0,0,79.69,78.28,76.32,87.26,84.26
(주)대교,19680,  교육 서비스업,81.46,82.78,82.53,82.95,82.23,82.18,82,84.41,84.29
(주)대구백화점,6370,  소매업; 자동차 제외,30.42,31.96,33.91,36.3,36.45,35.67,35.93,37.52,38.57
(주)대덕,8060,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.89,87.91,95.59,92.34,90.26,89.93,89.42,90.63,91.04
(주)대동,490,  기타 기계 및 장비 제조업,78.43,78.44,78.29,82.1,79.16,82.08,81.76,83.34,77.13
(주)대동스틸,48470,  1차 금속 제조업,94.55,98.4,95.57,96.18,98.09,89,89.7,96.53,96.23
(주)대륙제관,4780,  금속가공제품 제조업; 기계 및 가구 제외,90,90.17,89.7,88.84,85.49,82.98,86.82,90.12,88.53
(주)대림제지,17650,"  펄프, 종이 및 종이제품 제조업",91.05,75.81,87.75,85.21,95.83,83.06,89.06,81.9,85.47
(주)대명소노시즌,7720,  도매 및 상품 중개업,79.49,70.99,70.98,69.29,85.16,83,82.45,80.53,82.58
(주)대성미생물연구소,36480,  의료용 물질 및 의약품 제조업,79.14,74.52,70.75,71.94,66.97,66.82,69.94,67.2,66.41
(주)대성엘텍,25440,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.58,92.59,95.45,94.79,94.85,95.02,95.98,97.26,99.03
(주)대성파인텍,104040,  자동차 및 트레일러 제조업,77.53,82.1,79.68,83.05,79.5,81.82,79.73,84.4,87.28
(주)대양금속,9190,  1차 금속 제조업,106.95,112.26,98.43,101.46,100.3,88.68,88.43,93.39,95.07
(주)대우건설,47040,  종합 건설업,90.49,90.15,96.46,92.68,93.03,99.36,93.55,90.71,92.32
(주)대웅,3090,  전문 서비스업,13.18,11.15,8.85,5.18,11.45,18.92,15.58,0,0
(주)대웅제약,69620,  의료용 물질 및 의약품 제조업,57.92,58.93,57.56,63.59,64.51,58.53,58.68,62.09,58.85
(주)대원,7680,  종합 건설업,0,0,0,0,0,0,85.4,86.12,83.69
(주)대유,290380,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,0,0,36.1,37.68
(주)대유에이텍,2880,  자동차 및 트레일러 제조업,92.52,92.41,93.58,94.49,91.18,88.79,89.84,91.28,90.79
(주)대유에이피,290120,  자동차 및 트레일러 제조업,0,0,0,0,0,0,0,89.85,87.74
(주)대유플러스,300,  자동차 및 트레일러 제조업,96.26,99.96,95.42,95.3,94.3,91.9,89.94,91.93,92.1
(주)대창,12800,  1차 금속 제조업,95.41,95.77,96.15,94.59,98.24,91.94,90.57,92.76,92.37
(주)대창솔루션,96350,  기타 운송장비 제조업,90.76,91.27,95.64,93.39,89.78,105.81,111.43,113.02,90.14
(주)대창스틸,140520,  1차 금속 제조업,0,0,0,94.03,94.1,95.11,95.15,94.73,93.66
(주)대한과학,131220,  도매 및 상품 중개업,73.44,75.48,73.81,74.77,77.39,77.57,74.1,75.24,76.97
(주)대한항공,3490,  항공 운송업,86.45,88.63,90.56,87.08,82.12,80.14,81.85,84.19,87.47
(주)대현,16090,"  의복, 의복 액세서리 및 모피제품 제조업",42.5,42.76,42.54,44.43,45.37,43.74,44.35,43.37,43.36
(주)대호에이엘,69460,  1차 금속 제조업,90.48,93.91,95.85,97.14,93.8,96.23,95.14,95.57,97.11
(주)대호특수강,21040,  1차 금속 제조업,95.02,98.3,92.92,90.34,90.55,87.97,89.87,91.72,93.51
(주)더 미동,161570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,83.14,83.92,89.23,96.41,90.97,95.73,95.51
(주)더블유게임즈,192080,  출판업,0,0,0,0,0,0,0,0,0
(주)더블유아이,73570,  기타 기계 및 장비 제조업,93.2,121.14,120.05,90.4,83.29,114.64,106.64,102.58,68.25
(주)더블유에스아이,299170,  기타금융업,0,0,0,0,0,0,0,0,0
(주)더존비즈온,12510,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",47.15,45.68,47.29,45.45,44.19,41.32,41.45,44.71,44.12
(주)덕산테코피아,317330,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,0,0,0,58.11
(주)덕성,4830,  고무 및 플라스틱제품 제조업,90.16,84.54,83.68,85.92,87.59,87.89,88.56,90.47,85.37
(주)덕신하우징,90410,  금속가공제품 제조업; 기계 및 가구 제외,0,0,0,78.62,83.86,96.56,85.48,84.43,87.95
(주)데이타솔루션,263800,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,84.86,90.75,86.42
(주)덱스터스튜디오,206560,  영상ㆍ오디오 기록물 제작 및 배급업,0,0,0,0,66.85,68.55,142.51,69.52,0
(주)덴티스,261200,  기타금융업,0,0,0,0,0,0,0,0,0
(주)덴티움,145720,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,0,0,32.67,37.2,41.46
(주)도화엔지니어링,2150,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",0,0,0,0,0,0,0,0,0
(주)동구바이오제약,6620,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,41.44,43.56
(주)동국알앤에스,75970,  비금속 광물제품 제조업,87.62,86.97,88.25,87.08,87.89,85.79,82.19,82.27,84.07
(주)동국에스엔씨,100130,  금속가공제품 제조업; 기계 및 가구 제외,91.62,88.11,89.66,90.79,89.49,81.39,86.69,92.65,83.87
(주)동남합성,23450,  화학물질 및 화학제품 제조업; 의약품 제외,90.31,88.75,86.91,87.46,85.26,84.74,92.9,88.73,86.23
(주)동방,4140,  육상운송 및 파이프라인 운송업,91.1,91.44,94.14,94.12,90.67,84.54,92.38,92.49,92.22
(주)동방선기,99410,  기타 운송장비 제조업,85.33,83.48,84.41,87.47,84.52,86.02,93.56,103.1,94.05
(주)동방아그로,7590,  화학물질 및 화학제품 제조업; 의약품 제외,70.24,70.07,69.32,68.27,69.69,71.78,70.89,71.25,71.3
(주)동서,26960,  도매 및 상품 중개업,0,0,0,0,0,84.57,84.57,85.46,84.82
(주)동성케미컬,102260,  전문 서비스업,0,0,0,0,85.07,83.46,83.19,92.82,94.48
(주)동성화인텍,33500,  화학물질 및 화학제품 제조업; 의약품 제외,89.36,85.71,88.36,87.64,87.59,86.73,99.82,92.45,79.72
(주)동아엘텍,88130,  기타 기계 및 장비 제조업,69.61,79.41,73.26,76.93,70.63,71.6,80.85,80.59,75.17
(주)동아지질,28100,  전문직별 공사업,94.93,93.84,96.39,96.22,96.52,93.2,90.68,88.8,91.19
(주)동양,1520,  비금속 광물제품 제조업,81.22,79.04,88,85.65,87.23,87.71,87.04,88.68,89.76
(주)동양고속,84670,  육상운송 및 파이프라인 운송업,81.73,83.49,83.31,78.76,81.54,80.3,85.11,89.39,86.1
(주)동양에스텍,60380,  1차 금속 제조업,94.42,95.78,94.95,95.84,94.26,93.25,94.59,95.05,95.4
(주)동우팜투테이블,88910,  식료품 제조업,90.39,94.04,89.21,90.84,91.67,89.41,86.27,86.96,92.04
(주)동운아나텍,94170,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,60.87,70.05,75.33,78.14,71.83
(주)동원개발,13120,  종합 건설업,85.14,86.38,82.33,74.07,74.82,72.9,72.51,71.59,81.16
(주)동원에프앤비,49770,  식료품 제조업,72.18,74.09,72.11,69.16,68.75,69.39,70.14,71.45,70.28
(주)동일기연,32960,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",62.88,64.11,64.09,65.85,61.32,62.72,62.19,69.98,65.88
(주)동진쎄미켐,5290,  화학물질 및 화학제품 제조업; 의약품 제외,89.61,86.75,85.75,86.24,84.4,87.04,82.34,82.19,79.49
(주)두산,150,  전문 서비스업,76.74,77.61,71.87,71.91,73.5,71.44,73.63,74.09,79.28
(주)두산테스나,131970,"  기타 전문, 과학 및 기술 서비스업",0,0,72.69,80.38,104.86,100.05,75.41,67.65,68.56
(주)두올,16740,  자동차 및 트레일러 제조업,0,0,0,0,0,86.4,84.26,86.89,87.5
(주)듀오백,73190,  가구 제조업,68.99,72.52,71.97,74.97,75.74,75.86,71.71,76.64,72.68
(주)드래곤플라이,30350,  출판업,6.1,9.22,0.56,0,0,0,0,0,0
(주)드림시큐리티,203650,  기타금융업,0,0,0,0,0,0,74.28,70.34,70.93
(주)드림어스컴퍼니,60570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.35,78.64,78.97,65.73,62.71,72.5,79.7,76.07,84.76
(주)드림텍,192650,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,0,0,87.78
(주)디딤,217620,  기타금융업,0,0,0,0,0,0,48.51,47.88,52.41
(주)디모아,16670,  도매 및 상품 중개업,77.74,79.62,79.12,79.5,79.5,85.23,86.51,27.39,5.28
(주)디바이스이엔지,187870,  기타 기계 및 장비 제조업,0,0,0,0,0,0,82.59,71.28,74.84
(주)디비아이엔씨,12030,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",89.83,88.77,88.9,88.44,88.67,86.45,87.61,88.64,79.15
(주)디스플레이테크,66670,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",93.65,90.8,92.38,93.68,93.23,89.11,85.04,85.44,75.01
(주)디아이,3160,"  의료, 정밀, 광학기기 및 시계 제조업",75.3,77.78,73.8,72.1,71.86,67.47,67.86,69.85,71.95
(주)디아이씨,92200,  자동차 및 트레일러 제조업,88.32,89.8,89.45,89.2,86.49,87.15,88.44,89.44,96.57
(주)디아크,78590,  자동차 및 트레일러 제조업,85.64,87.27,86.89,88.25,86.64,83.81,81.04,78.31,79.9
(주)디알비동일,4840,  고무 및 플라스틱제품 제조업,78.8,77.02,75.03,74.59,74.19,73.53,76.06,76.8,76.87
(주)디알젬,263690,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,0,0,0,71.45,71.05
(주)디알텍,214680,  기타금융업,0,0,0,0,0,53.37,59.21,57.85,56.71
(주)디앤씨미디어,263720,  출판업,0,0,0,0,0,0,0,0,0
(주)디에스앤엘,141020,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,83.15,87.68,101.1,89.2,86.23,88.32,50.01
(주)디에스케이,109740,  기타 기계 및 장비 제조업,81.09,92.86,86.09,85.67,77.82,76.85,80.64,74.19,75.11
(주)디에이테크놀로지,196490,  기타 기계 및 장비 제조업,0,0,0,80.93,89.19,89.23,89.36,87.76,86.85
(주)디에이피,66900,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.58,86.44,86.68,93.36,91.03,93.85,93.83,92.77,95.76
(주)디엔에이링크,127120,  연구개발업,61.07,72.65,149.15,103.87,114.4,97.29,55.49,73.24,83.6
(주)디엔에프,92070,  화학물질 및 화학제품 제조업; 의약품 제외,58.53,63.75,95.69,57.27,55.64,57.68,61.15,59.62,64.71
(주)디엔오토모티브,7340,  고무 및 플라스틱제품 제조업,89.27,89.81,87.72,89.9,87.52,87.88,95.36,90.07,85.95
(주)디엠에스,68790,  기타 기계 및 장비 제조업,78.09,85.36,80.21,83.03,75.42,86.51,84.85,80.02,77.55
(주)디오,39840,"  의료, 정밀, 광학기기 및 시계 제조업",40.79,38.69,53.72,52.06,47.51,34.87,31.65,34.09,27.22
(주)디와이디,219550,  기타금융업,0,0,0,0,0,0,46.42,62.22,66.07
(주)디이엔티,79810,  기타 기계 및 장비 제조업,92.92,92.63,94.03,97.33,83.91,103.45,93.74,106.38,102.41
(주)디지아이,43360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.22,73.45,77.02,71.05,72.13,73.31,73.86,73.43,76.36
(주)디지캡,197140,  출판업,0,0,0,0,0,0,0,71.24,72.97
(주)디지털대성,68930,  전문 서비스업,65.14,58.8,54.83,53.43,51.27,51.8,52.05,54.27,55.21
(주)디지틀조선일보,33130,  출판업,78.61,75.22,76.99,77.33,77.57,76.39,74.86,71.56,79.15
(주)디케이앤디,263020,  고무 및 플라스틱제품 제조업,0,0,0,0,0,0,0,81.9,81.44
(주)디케이티,290550,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,0,90.8,90.79
(주)디티앤씨,187220,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",0,0,0,46.55,65.91,66.7,64.43,62.86,73.62
(주)딜리,131180,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",64.68,66.93,67.69,68.42,62.86,66.04,72.74,74.33,71.1
(주)라닉스,317120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,0,0,38.45
(주)라온테크,232680,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,80.23,72.53
(주)라이온켐텍,171120,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,72.97,74.88,72.1,71.9,83.66,88.59,83.55
(주)라이트론,69540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.87,86.45,90.68,89.25,96.69,83.33,87.11,80.32,63.33
(주)라파스,214260,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,0,0,0,56.83
(주)락앤락,115390,  고무 및 플라스틱제품 제조업,59.52,62.25,64.7,64.15,64.24,63.29,58.19,55.78,62.9
(주)랩지노믹스,84650,  연구개발업,0,0,0,49.35,52,55.3,61.85,65.73,59.64
(주)러셀,217500,  기타금융업,0,0,0,0,0,0,0,69.68,79.38
(주)레고켐바이오사이언스,141080,  의료용 물질 및 의약품 제조업,0,0,0,0,38.63,72.39,60.93,67.07,31.13
(주)레드로버,60300,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.16,95.91,58.01,69.15,86.27,76.99,97.69,184.61,121.41
(주)레드캡투어,38390,  사업지원 서비스업,58.37,64.96,66.58,66.66,69.94,73.56,0,16.57,16.2
(주)레이,228670,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,0,0,0,0,58.19
(주)레이언스,228850,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,0,60.82,63.55,62.64,59.77
(주)레이크머티리얼즈,281740,  기타금융업,0,0,0,0,0,0,0,0,0
(주)로보로보,215100,  기타금융업,0,0,0,0,0,0,59.5,56.68,62.24
(주)로보스타,90360,  기타 기계 및 장비 제조업,82.54,88.77,85.61,82.85,79.65,82.75,85.44,89.11,91.47
(주)로보티즈,108490,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,53.46,52.4
(주)로지시스,67730,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,93.07,91.58,90.11,89.66,89.37
(주)루멘스,38060,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.17,83.76,80.82,84.2,87.28,84.88,87.63,95.68,110.06
(주)루트로닉,85370,"  의료, 정밀, 광학기기 및 시계 제조업",57.33,54.13,54.79,53.11,49.29,47.23,52.32,56.1,56.06
(주)룽투코리아,60240,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",17.16,11.44,14.38,18.25,24.57,19.44,33.73,30.53,29.02
(주)리노스,39980,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",49.45,65.5,55.26,53.6,51.27,56.98,57.17,54.88,64.38
(주)리더스코스메틱,16100,"  펄프, 종이 및 종이제품 제조업",86.29,80.74,81.62,65.67,60.63,59.91,57.19,51.04,65.48
(주)리드,197210,  기타 기계 및 장비 제조업,0,0,0,0,87.13,85.94,101.94,70.64,99.76
(주)리드코프,12700,  도매 및 상품 중개업,60.69,59.89,57.28,61.16,56.15,59.06,57.49,59.26,79.5
(주)리메드,302550,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,0,0,0,0,42.45
(주)링네트,42500,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",85.5,86.09,86.17,87.47,87.49,89.62,90.13,90.42,86.18
(주)링크제니시스,219420,  출판업,0,0,0,0,0,0,0,64.59,72.23
(주)마니커,27740,  식료품 제조업,91.76,97.41,91.9,95.14,95.31,93.22,91.78,91.56,97.12
(주)마니커에프앤지,195500,  식료품 제조업,0,0,0,0,0,0,0,0,85.73
(주)마이크로디지탈,305090,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,0,0,0,0,104.08
(주)마이크로컨텍솔루션,98120,  전기장비 제조업,65.7,67.18,69.88,66.39,76.32,85.5,88.19,94.76,86.23
(주)마이크로프랜드,147760,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,0,76.66,75.62,91.98,88.89
(주)마크로젠,38290,  연구개발업,53.01,57.99,56.1,60.42,61.71,61.92,60.74,62,66.91
(주)만도,204320,  자동차 및 트레일러 제조업,0,0,0,89.46,88.17,87.52,91.15,87.81,85.38
